batter_id,b_roll25_whiff_rate,b_roll25_contact_rate,b_roll25_k_rate,b_roll25_bb_rate,b_roll25_zone_swing_rate,b_roll25_chase_rate,b_roll25_xwoba,b_roll25_avg_exit_velo,b_roll25_barrel_rate,b_roll25_hard_hit_rate,b_roll50_whiff_rate,b_roll50_contact_rate,b_roll50_k_rate,b_roll50_bb_rate,b_roll50_zone_swing_rate,b_roll50_chase_rate,b_roll50_xwoba,b_roll50_avg_exit_velo,b_roll50_barrel_rate,b_roll50_hard_hit_rate,b_roll100_whiff_rate,b_roll100_contact_rate,b_roll100_k_rate,b_roll100_bb_rate,b_roll100_zone_swing_rate,b_roll100_chase_rate,b_roll100_xwoba,b_roll100_avg_exit_velo,b_roll100_barrel_rate,b_roll100_hard_hit_rate
607192,,,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,
670970,0.0,1.0,0.0,0.0,1.0,,0.215,97.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.215,97.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,0.215,97.4,0.0,1.0
680963,0.0,1.0,0.0,0.0,0.5,0.25,0.008,77.6,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.008,77.6,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.008,77.6,0.0,0.0
641929,0.5,0.5,0.5,0.0,0.5,0.25,0.098,95.6,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.25,0.098,95.6,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.25,0.098,95.6,0.0,1.0
451594,0.4017728303442589,0.598227169655741,0.24285714285714285,0.14285714285714285,0.8555555555555556,0.39319727891156464,0.3215952857142857,79.7063888888889,0.0,0.20833333333333334,0.4017728303442589,0.598227169655741,0.24285714285714285,0.14285714285714285,0.8555555555555556,0.39319727891156464,0.3215952857142857,79.7063888888889,0.0,0.20833333333333334,0.4017728303442589,0.598227169655741,0.24285714285714285,0.14285714285714285,0.8555555555555556,0.39319727891156464,0.3215952857142857,79.7063888888889,0.0,0.20833333333333334
518617,1.0,0.0,1.0,0.0,0.5,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.5,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.5,0.0,0.0,,,
605135,1.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.0,,,,1.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.0,,,,1.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.0,,,
608384,0.26041666666666663,0.7395833333333334,0.25,0.0625,0.7202380952380952,0.18154761904761904,0.3142863125,85.98833333333333,0.0,0.3333333333333333,0.26041666666666663,0.7395833333333334,0.25,0.0625,0.7202380952380952,0.18154761904761904,0.3142863125,85.98833333333333,0.0,0.3333333333333333,0.26041666666666663,0.7395833333333334,0.25,0.0625,0.7202380952380952,0.18154761904761904,0.3142863125,85.98833333333333,0.0,0.3333333333333333
623323,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.6,0.611111111111111,0.133,57.71111111111111,0.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.6,0.611111111111111,0.133,57.71111111111111,0.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.6,0.611111111111111,0.133,57.71111111111111,0.0,0.1111111111111111
457803,0.3061111111111111,0.6938888888888889,0.33999999999999997,0.125,0.7039624264624265,0.21216783216783214,0.2271979583333333,78.81242857142857,0.0,0.16,0.3061111111111111,0.6938888888888889,0.33999999999999997,0.125,0.7039624264624265,0.21216783216783214,0.2271979583333333,78.81242857142857,0.0,0.16,0.3061111111111111,0.6938888888888889,0.33999999999999997,0.125,0.7039624264624265,0.21216783216783214,0.2271979583333333,78.81242857142857,0.0,0.16
660731,0.47523809523809524,0.5247619047619048,0.6166666666666666,0.05,0.5157575757575757,0.41428571428571426,0.11050251666666669,82.77833333333334,0.0,0.25,0.47523809523809524,0.5247619047619048,0.6166666666666666,0.05,0.5157575757575757,0.41428571428571426,0.11050251666666669,82.77833333333334,0.0,0.25,0.47523809523809524,0.5247619047619048,0.6166666666666666,0.05,0.5157575757575757,0.41428571428571426,0.11050251666666669,82.77833333333334,0.0,0.25
663531,0.5,0.5,1.0,0.0,1.0,0.8,0.0,77.33333333333333,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.8,0.0,77.33333333333333,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.8,0.0,77.33333333333333,0.0,0.0
663474,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.442,95.0,0.0,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.442,95.0,0.0,0.5,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.442,95.0,0.0,0.5
621008,0.225,0.775,0.25,0.16666666666666666,0.7571428571428571,0.4305555555555556,0.2786195,77.97083333333333,0.0,0.08333333333333333,0.225,0.775,0.25,0.16666666666666666,0.7571428571428571,0.4305555555555556,0.2786195,77.97083333333333,0.0,0.08333333333333333,0.225,0.775,0.25,0.16666666666666666,0.7571428571428571,0.4305555555555556,0.2786195,77.97083333333333,0.0,0.08333333333333333
641583,0.31398225957049486,0.6860177404295051,0.3901960784313725,0.058823529411764705,0.5234109028226674,0.2784313725490196,0.19721372549019608,80.82135416666667,0.0,0.2157738095238095,0.31398225957049486,0.6860177404295051,0.3901960784313725,0.058823529411764705,0.5234109028226674,0.2784313725490196,0.19721372549019608,80.82135416666667,0.0,0.2157738095238095,0.31398225957049486,0.6860177404295051,0.3901960784313725,0.058823529411764705,0.5234109028226674,0.2784313725490196,0.19721372549019608,80.82135416666667,0.0,0.2157738095238095
458676,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,,,
592390,1.0,0.0,1.0,0.0,0.3333333333333333,,0.0,,,,1.0,0.0,1.0,0.0,0.3333333333333333,,0.0,,,,1.0,0.0,1.0,0.0,0.3333333333333333,,0.0,,,
641999,0.5714285714285714,0.4285714285714286,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3575723333333333,77.60000000000001,0.0,0.0,0.5714285714285714,0.4285714285714286,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3575723333333333,77.60000000000001,0.0,0.0,0.5714285714285714,0.4285714285714286,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.3575723333333333,77.60000000000001,0.0,0.0
669160,0.25,0.75,0.75,0.0,0.2875,0.5,0.0,73.23333333333333,0.0,0.0,0.25,0.75,0.75,0.0,0.2875,0.5,0.0,73.23333333333333,0.0,0.0,0.25,0.75,0.75,0.0,0.2875,0.5,0.0,73.23333333333333,0.0,0.0
656568,0.15,0.85,0.125,0.0,0.9166666666666666,0.3333333333333333,0.13374999999999998,76.67291666666667,0.0,0.0,0.15,0.85,0.125,0.0,0.9166666666666666,0.3333333333333333,0.13374999999999998,76.67291666666667,0.0,0.0,0.15,0.85,0.125,0.0,0.9166666666666666,0.3333333333333333,0.13374999999999998,76.67291666666667,0.0,0.0
596001,0.25,0.75,0.5,0.0,0.6,1.0,0.0,67.9,0.0,0.0,0.25,0.75,0.5,0.0,0.6,1.0,0.0,67.9,0.0,0.0,0.25,0.75,0.5,0.0,0.6,1.0,0.0,67.9,0.0,0.0
643327,0.0,1.0,0.0,0.0,,1.0,,30.7,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,30.7,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,30.7,0.0,0.0
601713,0.3333333333333333,0.6666666666666667,1.0,0.0,0.7,0.4,0.0,73.66666666666667,0.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.7,0.4,0.0,73.66666666666667,0.0,0.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.7,0.4,0.0,73.66666666666667,0.0,0.0
