pitcher_id,p_roll5_whiff_rate,p_roll5_csw_rate,p_roll5_k_rate,p_roll5_bb_rate,p_roll5_zone_rate,p_roll5_chase_rate,p_roll5_avg_velo,p_roll5_xwoba,p_roll5_avg_exit_velo,p_roll5_barrel_rate,p_roll5_hard_hit_rate,p_roll10_whiff_rate,p_roll10_csw_rate,p_roll10_k_rate,p_roll10_bb_rate,p_roll10_zone_rate,p_roll10_chase_rate,p_roll10_avg_velo,p_roll10_xwoba,p_roll10_avg_exit_velo,p_roll10_barrel_rate,p_roll10_hard_hit_rate,p_roll20_whiff_rate,p_roll20_csw_rate,p_roll20_k_rate,p_roll20_bb_rate,p_roll20_zone_rate,p_roll20_chase_rate,p_roll20_avg_velo,p_roll20_xwoba,p_roll20_avg_exit_velo,p_roll20_barrel_rate,p_roll20_hard_hit_rate
475054,0.3333333333333333,0.30434782608695654,0.5,0.25,0.391304347826087,0.21428571428571427,86.18260869565218,0.607068138888889,80.1,,0.2,0.3333333333333333,0.30434782608695654,0.5,0.25,0.391304347826087,0.21428571428571427,86.18260869565218,0.607068138888889,80.1,,0.2,0.3333333333333333,0.30434782608695654,0.5,0.25,0.391304347826087,0.21428571428571427,86.18260869565218,0.607068138888889,80.1,,0.2
664789,0.1111111111111111,0.25,0.0,0.0,0.45,0.2727272727272727,69.525,0.08575,74.75,,0.16666666666666666,0.1111111111111111,0.25,0.0,0.0,0.45,0.2727272727272727,69.525,0.08575,74.75,,0.16666666666666666,0.1111111111111111,0.25,0.0,0.0,0.45,0.2727272727272727,69.525,0.08575,74.75,,0.16666666666666666
595943,0.0,0.0,0.0,0.0,0.8,0.0,78.74,0.15033333333333332,90.25,,0.25,0.0,0.0,0.0,0.0,0.8,0.0,78.74,0.15033333333333332,90.25,,0.25,0.0,0.0,0.0,0.0,0.8,0.0,78.74,0.15033333333333332,90.25,,0.25
476454,0.16666666666666666,0.19047619047619047,0.2,0.2,0.3333333333333333,0.14285714285714285,87.11428571428571,0.3901298,76.47999999999999,,0.0,0.16666666666666666,0.19047619047619047,0.2,0.2,0.3333333333333333,0.14285714285714285,87.11428571428571,0.3901298,76.47999999999999,,0.0,0.16666666666666666,0.19047619047619047,0.2,0.2,0.3333333333333333,0.14285714285714285,87.11428571428571,0.3901298,76.47999999999999,,0.0
501593,0.18235930735930736,0.20630195397997256,0.23106060606060605,0.07323232323232323,0.4584382335930324,0.15162037037037035,85.39374595992243,0.3385525779345176,85.39361111111111,,0.3055555555555556,0.18235930735930736,0.20630195397997256,0.23106060606060605,0.07323232323232323,0.4584382335930324,0.15162037037037035,85.39374595992243,0.3385525779345176,85.39361111111111,,0.3055555555555556,0.18235930735930736,0.20630195397997256,0.23106060606060605,0.07323232323232323,0.4584382335930324,0.15162037037037035,85.39374595992243,0.3385525779345176,85.39361111111111,,0.3055555555555556
630105,0.25,0.2857142857142857,0.3333333333333333,0.0,0.42857142857142855,0.5,87.72857142857143,0.138,82.03333333333335,,0.3333333333333333,0.25,0.2857142857142857,0.3333333333333333,0.0,0.42857142857142855,0.5,87.72857142857143,0.138,82.03333333333335,,0.3333333333333333,0.25,0.2857142857142857,0.3333333333333333,0.0,0.42857142857142855,0.5,87.72857142857143,0.138,82.03333333333335,,0.3333333333333333
467008,0.33035714285714285,0.33499999999999996,0.30000000000000004,0.2,0.4,0.23333333333333334,86.8905,0.3361434,83.245,,0.2,0.33035714285714285,0.33499999999999996,0.30000000000000004,0.2,0.4,0.23333333333333334,86.8905,0.3361434,83.245,,0.2,0.33035714285714285,0.33499999999999996,0.30000000000000004,0.2,0.4,0.23333333333333334,86.8905,0.3361434,83.245,,0.2
543699,0.1437037037037037,0.22523674171216015,0.1717171717171717,0.09696969696969697,0.4360960301585631,0.25912698412698415,84.10476541390322,0.38088033469333865,84.62380952380953,,0.3370382477933965,0.1437037037037037,0.22523674171216015,0.1717171717171717,0.09696969696969697,0.4360960301585631,0.25912698412698415,84.10476541390322,0.38088033469333865,84.62380952380953,,0.3370382477933965,0.1437037037037037,0.22523674171216015,0.1717171717171717,0.09696969696969697,0.4360960301585631,0.25912698412698415,84.10476541390322,0.38088033469333865,84.62380952380953,,0.3370382477933965
541650,0.21428571428571427,0.16666666666666666,0.3333333333333333,0.0,0.42063492063492064,0.45,58.953968253968256,0.1371666666666667,77.1625,,0.0,0.21428571428571427,0.16666666666666666,0.3333333333333333,0.0,0.42063492063492064,0.45,58.953968253968256,0.1371666666666667,77.1625,,0.0,0.21428571428571427,0.16666666666666666,0.3333333333333333,0.0,0.42063492063492064,0.45,58.953968253968256,0.1371666666666667,77.1625,,0.0
606213,0.1,0.21875,0.0,0.2857142857142857,0.4375,0.16666666666666666,76.74375,0.7316512857142857,89.9,,0.3333333333333333,0.1,0.21875,0.0,0.2857142857142857,0.4375,0.16666666666666666,76.74375,0.7316512857142857,89.9,,0.3333333333333333,0.1,0.21875,0.0,0.2857142857142857,0.4375,0.16666666666666666,76.74375,0.7316512857142857,89.9,,0.3333333333333333
